City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
234,Primo Tapia,MX,32.22,-116.9172,63.99,84,66,3.78,broken clouds
235,Umm Lajj,SA,25.0213,37.2685,87.67,53,13,11.07,few clouds
236,Iralaya,HN,15.0,-83.2333,80.17,83,100,7.78,overcast clouds
237,Clyde River,CA,70.4692,-68.5914,31.5,96,100,5.08,overcast clouds
238,Kushima,JP,31.4583,131.2333,68.11,95,100,2.91,overcast clouds
239,Toora-Khem,RU,52.4675,96.11,53.98,59,66,9.42,broken clouds
240,Mpanda,TZ,-6.3655,31.0409,80.87,35,16,5.84,few clouds
241,Carnarvon,AU,-24.8667,113.6333,70.86,44,100,12.28,overcast clouds
242,Kargalinskaya,RU,43.7417,46.4792,85.42,28,0,13.76,clear sky
243,Kungur,RU,57.4368,56.9593,62.65,63,100,5.08,overcast clouds
244,Port Lincoln,AU,-34.7333,135.8667,54.05,80,98,20.58,overcast clouds
245,Harnai,PK,30.1005,67.9374,94.41,6,0,9.62,clear sky
246,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.3,82,97,10.45,light rain
247,Esso,RU,55.9333,158.7,41.05,81,7,3.67,clear sky
248,Fairbanks,US,64.8378,-147.7164,57.92,47,83,5.06,broken clouds
249,Belmonte,BR,-15.8631,-38.8828,75.83,88,72,13.53,broken clouds
250,Sorong,ID,-0.8833,131.25,80.53,82,100,6.64,light rain
251,Arraial Do Cabo,BR,-22.9661,-42.0278,69.78,63,98,11.45,overcast clouds
252,Novo Horizonte,BR,-21.4681,-49.2208,74.93,46,57,9.78,broken clouds
253,Tiksi,RU,71.6872,128.8694,44.53,90,61,6.96,broken clouds
254,Ribeira Grande,PT,38.5167,-28.7,66.6,94,75,16.11,broken clouds
255,Quatre Cocos,MU,-20.2078,57.7625,75.31,65,7,20.07,clear sky
256,Saint-Louis,SN,16.3333,-15.0,110.07,11,3,20.56,clear sky
257,Esperance,AU,-33.8667,121.9,57.38,71,100,24.63,overcast clouds
258,Kristiansund,NO,63.1115,7.732,57.25,71,75,23.02,broken clouds
259,Barra Dos Coqueiros,BR,-10.9089,-37.0386,80.62,83,75,6.91,broken clouds
260,Chapais,CA,49.7834,-74.8492,53.38,54,100,2.19,overcast clouds
261,Mount Hagen,PG,-5.8581,144.2274,57.36,99,96,2.04,overcast clouds
262,Cordoba,AR,-31.4135,-64.1811,60.42,58,0,13.8,clear sky
263,Ketchikan,US,55.3422,-131.6461,50.47,93,100,9.22,light rain
264,Fredonia,US,42.4401,-79.3317,61.09,58,1,8.21,clear sky
265,Muros,ES,42.7762,-9.0603,72.68,76,14,6.42,few clouds
266,Cherskiy,RU,68.75,161.3,30.63,77,91,13.8,overcast clouds
267,Gobabis,NA,-22.45,18.9667,70.38,19,12,11.27,few clouds
268,Haines Junction,CA,60.7522,-137.5108,53.35,68,96,2.39,overcast clouds
269,Severo-Kurilsk,RU,50.6789,156.125,41.22,91,56,7.72,broken clouds
270,Goderich,CA,43.7501,-81.7165,51.91,76,3,8.05,clear sky
271,Lesnoy,RU,57.6198,63.0784,56.64,47,0,4.47,clear sky
272,Buala,SB,-8.145,159.5921,80.83,81,100,7.45,light rain
273,Aksarka,RU,66.5606,67.7975,45.99,31,47,19.86,scattered clouds
274,Iqaluit,CA,63.7506,-68.5145,38.7,80,81,4.0,broken clouds
275,Bacolod,PH,10.6667,122.95,80.17,80,97,3.06,overcast clouds
276,Scottsbluff,US,41.8666,-103.6672,63.79,69,15,3.8,few clouds
277,Auki,SB,-8.7676,160.7034,78.22,86,92,3.76,overcast clouds
278,Ayr,GB,55.4627,-4.6339,69.78,35,0,10.36,clear sky
279,Sidvokodvo,SZ,-26.6282,31.4202,73.06,42,0,4.38,clear sky
280,Bilibino,RU,68.0546,166.4372,34.88,66,43,3.94,scattered clouds
281,Itapirapua,BR,-15.8233,-50.6133,89.19,30,59,10.51,broken clouds
282,Christchurch,NZ,-43.5333,172.6333,50.92,86,100,8.05,overcast clouds
283,Port Hardy,CA,50.6996,-127.4199,50.18,100,75,0.0,broken clouds
284,Itarema,BR,-2.9248,-39.9167,81.54,75,100,5.66,overcast clouds
285,Abu Samrah,SY,35.3029,37.1841,92.91,11,0,14.09,clear sky
286,Adrar,MR,20.5022,-10.0711,102.33,11,99,21.32,overcast clouds
287,Sorland,NO,67.667,12.6934,46.26,90,100,31.0,light rain
288,Srednekolymsk,RU,67.45,153.6833,41.9,47,3,8.68,clear sky
289,Calama,CL,-22.4667,-68.9333,59.49,26,40,12.66,scattered clouds
290,Igarka,RU,67.4667,86.5833,44.92,68,83,14.63,broken clouds
291,Sumenep,ID,-7.0167,113.8667,79.93,83,44,6.76,scattered clouds
292,Santa Barbara,US,34.7333,-120.0343,54.45,93,100,0.0,mist
293,Ambulu,ID,-8.345,113.6058,77.02,89,99,3.06,overcast clouds
294,Miri,MY,4.4148,114.0089,79.48,80,100,1.74,overcast clouds
295,Kishi,NG,9.0833,3.85,95.9,36,68,4.54,broken clouds
296,Waipawa,NZ,-41.4122,175.5153,39.78,88,5,4.54,clear sky
297,Poum,NC,-20.2333,164.0167,75.24,75,0,12.37,clear sky
298,Marawi,PH,7.9986,124.2928,69.85,93,100,2.01,overcast clouds
299,Dubreka,GN,9.7911,-13.5233,88.36,51,100,8.21,overcast clouds
300,Tias,ES,28.9611,-13.645,74.88,53,75,18.41,broken clouds
301,Makakilo City,US,21.3469,-158.0858,73.72,75,20,3.44,few clouds
302,Obo,CF,5.3998,26.4869,77.86,72,98,5.39,light rain
303,Waw,SS,7.7029,27.9953,95.32,29,93,4.43,overcast clouds
304,Behbahan,IR,30.5959,50.2417,107.74,6,100,14.05,overcast clouds
305,Severo-Yeniseyskiy,RU,60.3725,93.0408,34.39,90,100,3.62,overcast clouds
306,Norman Wells,CA,65.282,-126.8329,43.29,70,78,4.0,broken clouds
307,Adelaide,AU,-34.9333,138.6,57.33,83,75,27.63,broken clouds
308,Kabo,CF,7.6994,18.629,69.51,96,100,7.52,light rain
309,Beringovskiy,RU,63.05,179.3167,36.57,85,52,3.94,broken clouds
310,San Cristobal,VE,7.7669,-72.225,64.58,70,100,4.79,overcast clouds
311,Mount Gambier,AU,-37.8333,140.7667,49.91,93,75,23.02,shower rain
312,Sioux Lookout,CA,50.1001,-91.917,49.84,57,62,5.64,broken clouds
313,Jalu,LY,29.0331,21.5482,95.94,21,0,16.4,clear sky
314,Dongying,CN,37.4564,118.4856,76.12,65,100,12.93,overcast clouds
315,Inirida,CO,3.8653,-67.9239,71.24,99,100,2.98,overcast clouds
316,Sakakah,SA,29.9697,40.2064,104.29,8,100,11.43,overcast clouds
